,time_to_equilibrium,mean_happiness_checking_duration,mean_number_of_unhappy,median_number_of_unhappy,variance_of_unhappy_numbers,entropy_of_table_population,average_minority_percent,inter_table_variance_in_minority_percentages
58,1,0.0,0.0,0.0,0.0,1.5741030017371853,0.15,0.017777777777777774
59,1,0.0,0.0,0.0,0.0,1.5444795210968603,0.24666666666666667,0.04337777777777778
60,1,0.0,10.0,10.0,200.0,1.5671808548329902,0.17,0.023600000000000003
61,1,0.0,10.0,10.0,200.0,1.5148560404565352,0.04,0.0064
62,1,0.0,0.0,0.0,0.0,1.5260394155804642,0.35238095238095235,0.03478458049886622
63,1,0.0,0.0,0.0,0.0,1.5444795210968603,0.2733333333333333,0.027733333333333332
64,1,0.0,0.0,0.0,0.0,1.5444795210968603,0.32999999999999996,0.0356
65,1,0.0,0.0,0.0,0.0,1.5614694247763998,0.24666666666666667,0.04337777777777778
66,1,0.0,10.0,10.0,200.0,1.5968043354733152,0.18,0.024600000000000004
67,1,0.0,0.0,0.0,0.0,1.4490023958526383,0.2333333333333333,0.05111111111111112
68,1,0.0,0.0,0.0,0.0,1.5134058386196787,0.23523809523809525,0.02896689342403628
69,1,0.0,0.0,0.0,0.0,1.5444795210968603,0.2633333333333333,0.030711111111111113
70,1,0.0,0.0,0.0,0.0,1.5260394155804642,0.20714285714285713,0.035918367346938776
71,1,0.0,0.0,0.0,0.0,1.56718085483299,0.36,0.0094
72,1,0.0,0.0,0.0,0.0,1.5047882836811908,0.19999999999999998,0.03777777777777778
73,1,0.0,0.0,0.0,0.0,1.5260394155804642,0.2357142857142857,0.043673469387755105
74,1,0.0,0.0,0.0,0.0,1.5134058386196787,0.15238095238095237,0.03573696145124717
75,1,0.0,10.0,10.0,200.0,1.5260394155804642,0.3071428571428571,0.03448979591836735
76,1,0.0,0.0,0.0,0.0,1.444646069133884,0.025,0.002500000000000001
77,1,0.0,10.0,10.0,200.0,1.5545472778722047,0.12000000000000002,0.025600000000000005
78,1,0.0,0.0,0.0,0.0,1.5841707585125298,0.24666666666666667,0.02737777777777778
79,1,0.0,0.0,0.0,0.0,1.5741030017371853,0.03333333333333333,0.0044444444444444444
80,1,0.0,0.0,0.0,0.0,1.5671808548329902,0.32,0.0126
81,1,0.0,0.0,0.0,0.0,1.5217781873607306,0.2,0.06000000000000001
82,1,0.0,0.0,0.0,0.0,1.5841707585125298,0.2333333333333333,0.04
83,1,0.0,0.0,0.0,0.0,1.5444795210968603,0.4133333333333333,0.005600000000000001
84,1,0.0,10.0,10.0,200.0,1.5571130980576458,0.3833333333333333,0.021111111111111112
85,1,0.0,0.0,0.0,0.0,1.5671808548329902,0.26999999999999996,0.029599999999999998
86,1,0.0,10.0,10.0,200.0,1.5260394155804642,0.15714285714285714,0.04163265306122449
87,1,0.0,10.0,10.0,200.0,1.5134058386196787,0.08571428571428572,0.02938775510204082
88,1,0.0,0.0,0.0,0.0,1.5671808548329902,0.08,0.009600000000000003
89,1,0.0,10.0,10.0,200.0,1.3762266043445464,,
90,1,0.0,0.0,0.0,0.0,1.458174899361326,0.065,0.006900000000000001
91,1,0.0,10.0,10.0,200.0,1.5217781873607303,0.1,0.040000000000000015
92,1,0.0,0.0,0.0,0.0,1.5444795210968603,0.05,0.010000000000000004
93,1,0.0,0.0,0.0,0.0,1.5968043354733152,0.30666666666666664,0.036177777777777774
94,1,0.0,0.0,0.0,0.0,1.4964159349401391,0.32571428571428573,0.03864489795918367
95,1,0.0,0.0,0.0,0.0,1.4964159349401391,0.16857142857142854,0.03366530612244899
96,1,0.0,10.0,10.0,200.0,1.5841707585125298,0.13,0.011600000000000003
97,1,0.0,0.0,0.0,0.0,1.4886936332683078,0.11333333333333333,0.024711111111111107
98,1,0.0,0.0,0.0,0.0,1.5841707585125298,0.3133333333333333,0.012266666666666665
99,1,0.0,10.0,10.0,200.0,1.5444795210968603,0.17333333333333334,0.022399999999999996
100,1,0.0,0.0,0.0,0.0,1.596804335473315,0.25666666666666665,0.0018444444444444437
101,1,0.0,0.0,0.0,0.0,1.333074293476779,0.11000000000000001,0.0184
102,1,0.0,0.0,0.0,0.0,1.4786258764929634,0.3,0.03777777777777778
103,1,0.0,0.0,0.0,0.0,1.5614694247763998,0.18,0.02737777777777778
104,1,0.0,0.0,0.0,0.0,1.5444795210968603,0.18333333333333332,0.02333333333333333
105,1,0.0,0.0,0.0,0.0,1.5741030017371853,0.3333333333333333,0.008333333333333333
106,1,0.0,0.0,0.0,0.0,1.5134058386196787,0.09714285714285714,0.014889795918367348
107,1,0.0,10.0,10.0,200.0,1.5444795210968603,0.18,0.0496
108,1,0.0,0.0,0.0,0.0,1.5217781873607303,0.2,0.03777777777777778
109,1,0.0,0.0,0.0,0.0,1.5741030017371853,0.36666666666666664,0.03777777777777778
110,1,0.0,0.0,0.0,0.0,1.5741030017371853,0.2833333333333333,0.026666666666666665
111,1,0.0,0.0,0.0,0.0,1.5841707585125298,0.10666666666666666,0.018844444444444445
112,1,0.0,10.0,10.0,200.0,1.596804335473315,0.22999999999999998,0.0416
113,1,0.0,0.0,0.0,0.0,1.5444795210968603,0.10666666666666666,0.018844444444444445
114,1,0.0,0.0,0.0,0.0,1.4964159349401391,0.14714285714285716,0.015175510204081633
115,1,0.0,0.0,0.0,0.0,1.596804335473315,0.24666666666666667,0.018377777777777778
116,1,0.0,10.0,10.0,200.0,1.5217781873607303,0.39999999999999997,0.00666666666666667
117,1,0.0,0.0,0.0,0.0,1.4877983800016508,0.125,0.025
118,1,0.0,10.0,10.0,200.0,1.4964159349401391,0.20714285714285713,0.035918367346938776
119,1,0.0,10.0,10.0,200.0,1.5013272102290933,0.32999999999999996,0.0356
120,2,0.0,6.666666666666667,0.0,133.33333333333331,1.5217781873607303,0.13333333333333333,0.026666666666666665
121,1,0.0,10.0,10.0,200.0,1.487798380001651,0.14166666666666666,0.030277777777777775
122,1,0.0,0.0,0.0,0.0,1.5047882836811908,0.4,0.040000000000000015
123,1,0.0,0.0,0.0,0.0,1.5047882836811908,0.3,0.06000000000000001
124,1,0.0,0.0,0.0,0.0,1.4737146012040092,0.21904761904761907,0.04430839002267574
125,1,0.0,10.0,10.0,200.0,1.458174899361326,0.26666666666666666,0.05111111111111112
126,1,0.0,0.0,0.0,0.0,1.5741030017371853,0.26666666666666666,0.026111111111111113
127,1,0.0,0.0,0.0,0.0,1.4406300471115867,0.17714285714285713,0.024946938775510203
128,1,0.0,10.0,10.0,200.0,1.4737146012040092,0.12380952380952381,0.023219954648526074
129,1,0.0,0.0,0.0,0.0,1.5444795210968603,0.30666666666666664,0.036177777777777774
130,1,0.0,0.0,0.0,0.0,1.4964159349401391,0.18714285714285714,0.025804081632653065
131,1,0.0,0.0,0.0,0.0,1.5614694247763998,0.33999999999999997,0.009066666666666667
132,2,0.0,6.666666666666667,0.0,133.33333333333331,1.3535252706084164,,
133,1,0.0,0.0,0.0,0.0,1.5841707585125298,0.13,0.027600000000000003
134,1,0.0,0.0,0.0,0.0,1.496415934940139,0.41571428571428565,0.008416326530612245
135,1,0.0,0.0,0.0,0.0,1.5545472778722047,0.24000000000000005,0.038400000000000004
136,1,0.0,0.0,0.0,0.0,1.5444795210968603,0.24,0.028177777777777784
137,1,0.0,0.0,0.0,0.0,1.5444795210968603,0.22999999999999998,0.0416
138,1,0.0,0.0,0.0,0.0,1.35778649882815,,
139,1,0.0,0.0,0.0,0.0,1.5444795210968603,0.16333333333333333,0.02337777777777778
140,1,0.0,0.0,0.0,0.0,1.5671808548329902,0.32,0.0376
141,1,0.0,10.0,10.0,200.0,1.5671808548329902,0.26999999999999996,0.029599999999999998
142,1,0.0,0.0,0.0,0.0,1.4877983800016512,0.1,0.015000000000000003
143,1,0.0,0.0,0.0,0.0,1.4886936332683078,0.18666666666666668,0.02737777777777778
144,1,0.0,0.0,0.0,0.0,1.3451529218673648,,
145,1,0.0,0.0,0.0,0.0,1.596804335473315,0.25666666666666665,0.02684444444444444
146,1,0.0,0.0,0.0,0.0,1.3321790402101223,,
147,1,0.0,0.0,0.0,0.0,1.5741030017371853,0.2333333333333333,0.015000000000000003
148,1,0.0,0.0,0.0,0.0,1.5217781873607303,0.3,0.037777777777777785
149,1,0.0,10.0,10.0,200.0,1.5444795210968603,0.28,0.03137777777777778
150,1,0.0,0.0,0.0,0.0,1.5671808548329902,0.22000000000000003,0.041600000000000005
151,1,0.0,0.0,0.0,0.0,1.5841707585125298,0.22000000000000003,0.041600000000000005
152,1,0.0,10.0,10.0,200.0,1.4786258764929634,0.06666666666666667,0.006666666666666666
153,1,0.0,10.0,10.0,200.0,1.5444795210968603,0.3,0.06000000000000001
154,1,0.0,0.0,0.0,0.0,1.5444795210968603,0.24,0.02817777777777778
155,1,0.0,0.0,0.0,0.0,1.5444795210968603,0.15666666666666665,0.018177777777777775
156,1,0.0,10.0,10.0,200.0,1.5671808548329902,0.26999999999999996,0.029599999999999998
157,1,0.0,0.0,0.0,0.0,1.5614694247763998,0.16666666666666666,0.02222222222222222
158,1,0.0,0.0,0.0,0.0,1.344257668600708,0.2357142857142857,0.043673469387755105
159,1,0.0,0.0,0.0,0.0,1.5841707585125298,0.18666666666666668,0.02737777777777778
160,1,0.0,0.0,0.0,0.0,1.5614694247764,0.18,0.02737777777777778
161,1,0.0,0.0,0.0,0.0,1.4786258764929634,0.3,0.037777777777777785
162,1,0.0,0.0,0.0,0.0,1.5013272102290933,0.11666666666666665,0.02111111111111111
163,1,0.0,0.0,0.0,0.0,1.526039415580464,0.2738095238095238,0.026077097505668934
164,1,0.0,10.0,10.0,200.0,1.4737146012040092,0.35238095238095235,0.034784580498866215
165,1,0.0,0.0,0.0,0.0,1.5047882836811908,0.16666666666666666,0.03333333333333334
166,1,0.0,10.0,10.0,200.0,1.5444795210968603,0.24666666666666667,0.04337777777777778
167,1,0.0,0.0,0.0,0.0,1.5671808548329902,0.18,0.024600000000000004
168,1,0.0,0.0,0.0,0.0,1.5260394155804642,0.13571428571428573,0.030816326530612243
169,1,0.0,10.0,10.0,200.0,1.3994886078590607,0.17142857142857143,0.04408163265306122
170,1,0.0,10.0,10.0,200.0,1.5047882836811908,0.19999999999999998,0.03777777777777778
171,1,0.0,0.0,0.0,0.0,1.5841707585125298,0.24666666666666667,0.02737777777777777
172,1,0.0,0.0,0.0,0.0,1.5134058386196787,0.259047619047619,0.022073469387755097
173,1,0.0,0.0,0.0,0.0,1.5013272102290933,0.24666666666666667,0.018377777777777778
174,1,0.0,0.0,0.0,0.0,1.4737146012040092,0.319047619047619,0.02938775510204082
175,1,0.0,0.0,0.0,0.0,1.4886936332683078,0.10666666666666666,0.018844444444444445
176,1,0.0,0.0,0.0,0.0,1.5134058386196787,0.2038095238095238,0.029010430839002267
177,1,0.0,0.0,0.0,0.0,1.4737146012040094,0.21904761904761902,0.03319727891156462
178,1,0.0,0.0,0.0,0.0,1.5047882836811908,0.1833333333333333,0.023333333333333334
179,1,0.0,0.0,0.0,0.0,1.5444795210968603,0.39666666666666667,0.00937777777777778
180,1,0.0,10.0,10.0,200.0,1.4475521940157818,0.21904761904761902,0.03319727891156462
181,1,0.0,10.0,10.0,200.0,1.4263010621165086,0.3055555555555555,0.030864197530864196
182,1,0.0,10.0,10.0,200.0,1.5741030017371853,0.13333333333333333,0.026666666666666665
183,1,0.0,0.0,0.0,0.0,1.5047882836811908,0.26666666666666666,0.04
184,1,0.0,0.0,0.0,0.0,1.4964159349401391,0.10857142857142858,0.02429387755102041
185,1,0.0,0.0,0.0,0.0,1.5968043354733152,0.31666666666666665,0.03444444444444445
186,1,0.0,10.0,10.0,200.0,1.0549201679861442,,
187,1,0.0,0.0,0.0,0.0,1.487798380001651,0.3333333333333333,0.03333333333333334
188,1,0.0,0.0,0.0,0.0,1.5571130980576458,0.2333333333333333,0.05111111111111112
189,1,0.0,0.0,0.0,0.0,1.5741030017371853,0.2,0.06000000000000001
190,1,0.0,0.0,0.0,0.0,1.5444795210968603,0.44666666666666666,0.004711111111111111
191,1,0.0,0.0,0.0,0.0,1.596804335473315,0.13,0.027600000000000003
192,1,0.0,0.0,0.0,0.0,1.4305622903362423,0.2571428571428571,0.050204081632653066
193,1,0.0,0.0,0.0,0.0,1.5444795210968603,0.19999999999999998,0.03777777777777778
194,1,0.0,0.0,0.0,0.0,1.5741030017371853,0.2333333333333333,0.015000000000000003
195,1,0.0,10.0,10.0,200.0,1.5444795210968603,0.14666666666666667,0.032711111111111114
196,1,0.0,10.0,10.0,200.0,1.5671808548329902,0.22999999999999998,0.0256
197,1,0.0,0.0,0.0,0.0,1.392321254757429,0.175,0.0475
198,1,0.0,0.0,0.0,0.0,1.501327210229093,0.24,0.0254
199,1,0.0,0.0,0.0,0.0,1.3451529218673648,,
200,1,0.0,0.0,0.0,0.0,1.3747764025076898,0.26571428571428574,0.04813061224489796
201,1,0.0,0.0,0.0,0.0,1.5260394155804642,0.2357142857142857,0.043673469387755105
202,1,0.0,10.0,10.0,200.0,1.4702535277519118,0.14666666666666667,0.032711111111111114
203,1,0.0,0.0,0.0,0.0,1.596804335473315,0.13999999999999999,0.038400000000000004
204,1,0.0,0.0,0.0,0.0,1.5444795210968603,0.24666666666666667,0.04337777777777778
205,2,0.0,6.666666666666667,0.0,133.33333333333331,1.4305622903362423,0.21904761904761907,0.04430839002267574
206,1,0.0,0.0,0.0,0.0,1.56718085483299,0.22999999999999998,0.0256
207,1,0.0,0.0,0.0,0.0,1.5430293192600038,0.15238095238095237,0.03573696145124717
208,1,0.0,0.0,0.0,0.0,1.5571130980576458,0.21666666666666665,0.012777777777777777
209,1,0.0,0.0,0.0,0.0,1.4702535277519115,0.2352380952380952,0.02896689342403628
210,1,0.0,0.0,0.0,0.0,1.5217781873607303,0.26666666666666666,0.05111111111111111
211,1,0.0,0.0,0.0,0.0,1.5571130980576458,0.2833333333333333,0.01277777777777778
212,1,0.0,0.0,0.0,0.0,1.3762266043445461,,
213,1,0.0,10.0,10.0,200.0,1.5430293192600038,0.15238095238095237,0.03573696145124717
214,1,0.0,10.0,10.0,200.0,1.5444795210968603,0.3466666666666667,0.03404444444444445
215,1,0.0,0.0,0.0,0.0,1.4737146012040092,0.22857142857142856,0.02961451247165533
216,1,0.0,0.0,0.0,0.0,1.4964159349401391,0.2157142857142857,0.03470204081632653
217,1,0.0,0.0,0.0,0.0,1.5571130980576458,0.1,0.040000000000000015
218,1,0.0,0.0,0.0,0.0,1.5260394155804642,0.22857142857142856,0.026836734693877557
219,1,0.0,0.0,0.0,0.0,1.5444795210968603,0.2733333333333333,0.02773333333333334
220,1,0.0,0.0,0.0,0.0,1.5571130980576458,0.2,0.06000000000000001
221,1,0.0,0.0,0.0,0.0,1.5260394155804642,0.06666666666666667,0.017777777777777778
222,1,0.0,0.0,0.0,0.0,1.596804335473315,0.13,0.027600000000000003
223,1,0.0,0.0,0.0,0.0,1.5260394155804642,0.4023809523809524,0.009546485260770976
224,1,0.0,0.0,0.0,0.0,1.5571130980576458,0.2,0.035
225,1,0.0,0.0,0.0,0.0,1.4702535277519118,0.07857142857142857,0.010408163265306122
226,1,0.0,0.0,0.0,0.0,1.2968441295132072,,
227,1,0.0,0.0,0.0,0.0,1.5545472778722047,0.04,0.0064
228,1,0.0,10.0,10.0,200.0,1.5047882836811908,0.18333333333333332,0.034444444444444444
229,1,0.0,0.0,0.0,0.0,1.4708084763221112,0.25,0.05
230,1,0.0,10.0,10.0,200.0,1.425651015047288,0.4428571428571429,0.0069387755102040816
231,1,0.0,10.0,10.0,200.0,1.5841707585125298,0.3533333333333333,0.009600000000000001
232,1,0.0,0.0,0.0,0.0,1.501327210229093,0.11333333333333333,0.02471111111111111
233,1,0.0,0.0,0.0,0.0,1.5545472778722045,0.04,0.0064
234,1,0.0,0.0,0.0,0.0,1.5260394155804642,0.18571428571428572,0.05224489795918367
235,1,0.0,0.0,0.0,0.0,1.543029319260004,0.22380952380952382,0.03845804988662131
236,1,0.0,0.0,0.0,0.0,1.5545472778722047,0.18,0.0336
237,1,0.0,0.0,0.0,0.0,1.5217781873607303,0.16666666666666666,0.02222222222222222
238,1,0.0,10.0,10.0,200.0,1.5444795210968603,0.21333333333333332,0.04204444444444445
239,1,0.0,0.0,0.0,0.0,1.5741030017371853,0.4333333333333333,0.006666666666666668
240,1,0.0,0.0,0.0,0.0,1.4737146012040092,0.22380952380952382,0.03845804988662132
241,1,0.0,0.0,0.0,0.0,1.5741030017371853,0.16666666666666666,0.044444444444444446
242,1,0.0,0.0,0.0,0.0,1.5444795210968603,0.29,0.0364
243,1,0.0,0.0,0.0,0.0,1.5968043354733152,0.20666666666666664,0.037511111111111106
244,1,0.0,0.0,0.0,0.0,1.4786258764929634,0.25,0.016666666666666666
245,1,0.0,0.0,0.0,0.0,1.487798380001651,0.16666666666666666,0.04444444444444445
246,1,0.0,0.0,0.0,0.0,1.5134058386196787,0.1638095238095238,0.019715192743764168
247,1,0.0,0.0,0.0,0.0,1.5444795210968603,0.18,0.02737777777777778
248,1,0.0,0.0,0.0,0.0,1.5968043354733152,0.2966666666666667,0.0037111111111111116
249,1,0.0,10.0,10.0,200.0,1.5444795210968603,0.14666666666666667,0.03271111111111112
250,1,0.0,0.0,0.0,0.0,1.4786258764929634,0.3,0.037777777777777785
251,1,0.0,10.0,10.0,200.0,1.5444795210968603,0.13999999999999999,0.016177777777777774
252,1,0.0,0.0,0.0,0.0,1.3966775814761834,0.3288888888888889,0.03933827160493827
253,1,0.0,0.0,0.0,0.0,1.5444795210968603,0.16666666666666666,0.04444444444444445
254,1,0.0,0.0,0.0,0.0,1.4305622903362423,0.18571428571428572,0.052244897959183675
255,1,0.0,10.0,10.0,200.0,1.5444795210968603,0.29,0.0364
256,1,0.0,0.0,0.0,0.0,1.5968043354733152,0.29,0.0364
257,1,0.0,0.0,0.0,0.0,1.5614694247763998,0.18,0.0496
258,1,0.0,10.0,10.0,200.0,1.4708084763221114,0.175,0.0475
259,1,0.0,0.0,0.0,0.0,1.5444795210968603,0.21333333333333332,0.030933333333333334
260,1,0.0,10.0,10.0,200.0,1.5260394155804642,0.11666666666666665,0.021111111111111115
261,1,0.0,10.0,10.0,200.0,1.5444795210968603,0.29666666666666663,0.02871111111111111
262,1,0.0,0.0,0.0,0.0,1.543029319260004,0.24047619047619045,0.015442176870748298
263,1,0.0,0.0,0.0,0.0,1.5545472778722047,0.26,0.030400000000000003
264,1,0.0,0.0,0.0,0.0,1.4964159349401391,0.3157142857142857,0.03155918367346939
265,1,0.0,0.0,0.0,0.0,1.5444795210968603,0.24,0.0504
266,1,0.0,10.0,10.0,200.0,1.4786258764929634,0.2,0.037777777777777785
267,1,0.0,0.0,0.0,0.0,1.5047882836811908,0.25,0.05
268,1,0.0,0.0,0.0,0.0,1.4406300471115867,0.31714285714285717,0.029746938775510202
269,1,0.0,0.0,0.0,0.0,1.5444795210968603,0.2733333333333333,0.027733333333333332
270,1,0.0,0.0,0.0,0.0,1.5444795210968603,0.21666666666666665,0.03777777777777777
271,1,0.0,0.0,0.0,0.0,1.5671808548329902,0.30999999999999994,0.0304
272,1,0.0,0.0,0.0,0.0,1.5614694247763998,0.1,0.04000000000000001
273,1,0.0,0.0,0.0,0.0,1.5571130980576458,0.4666666666666666,0.004444444444444446
274,1,0.0,0.0,0.0,0.0,1.5741030017371853,0.26666666666666666,0.05111111111111112
275,1,0.0,0.0,0.0,0.0,1.5148560404565352,0.32,0.0376
276,1,0.0032548904418945317,0.0,0.0,0.0,1.333074293476779,0.08,0.0256
277,2,0.0,6.666666666666667,0.0,133.33333333333331,1.5841707585125298,0.23666666666666666,0.018711111111111112
278,1,0.0,0.0,0.0,0.0,1.5968043354733152,0.26666666666666666,0.05111111111111112
279,1,0.0,10.0,10.0,200.0,1.5444795210968603,0.22999999999999998,0.01937777777777778
280,1,0.0,0.0,0.0,0.0,1.5444795210968603,0.32999999999999996,0.0356
281,1,0.0,0.0,0.0,0.0,1.5741030017371853,0.2333333333333333,0.04000000000000001
282,1,0.0,10.0,10.0,200.0,1.56718085483299,0.13,0.027600000000000003
283,1,0.0,0.0,0.0,0.0,1.5671808548329902,0.24,0.025399999999999995
284,1,0.0,0.0,0.0,0.0,1.5545472778722047,0.26666666666666666,0.023111111111111114
285,1,0.0,0.0,0.0,0.0,1.5444795210968603,0.2,0.06000000000000001
286,1,0.0,0.0,0.0,0.0,1.5134058386196787,0.23047619047619045,0.015651700680272107
287,1,0.0,0.0,0.0,0.0,1.3762266043445461,,
288,1,0.0,10.0,10.0,200.0,1.596804335473315,0.20666666666666664,0.012511111111111112
289,1,0.0,0.0,0.0,0.0,1.5047882836811908,0.45,0.010000000000000004
290,1,0.0,0.0,0.0,0.0,1.4964159349401391,0.18714285714285714,0.025804081632653065
291,1,0.0,0.0,0.0,0.0,1.487798380001651,0.125,0.0375
292,1,0.0,0.0,0.0,0.0,1.4702535277519118,0.05714285714285714,0.013061224489795917
293,1,0.0,0.0,0.0,0.0,1.5134058386196787,0.3704761904761905,0.005518367346938777
294,1,0.0,0.0,0.0,0.0,1.3831487512487415,0.16666666666666666,0.04444444444444445
295,1,0.0,0.0,0.0,0.0,1.5444795210968603,0.29,0.0364
296,1,0.0,0.0,0.0,0.0,1.487798380001651,0.2333333333333333,0.014999999999999996
297,1,0.0,0.0,0.0,0.0,1.5047882836811908,0.26666666666666666,0.04
298,1,0.0,10.0,10.0,200.0,1.5444795210968603,0.13,0.027600000000000003
299,1,0.0,0.0,0.0,0.0,1.5545472778722047,0.22666666666666666,0.018844444444444445
300,1,0.0,0.0,0.0,0.0,1.596804335473315,0.25666666666666665,0.02684444444444444
301,1,0.0,0.0,0.0,0.0,1.56718085483299,0.09,0.0124
302,1,0.0,0.0,0.0,0.0,1.5841707585125298,0.23666666666666666,0.018711111111111116
303,1,0.0,0.0,0.0,0.0,1.5444795210968603,0.13999999999999999,0.038400000000000004
304,1,0.0,0.0,0.0,0.0,1.4432909657960482,0.13333333333333333,0.026666666666666665
305,1,0.0,0.0,0.0,0.0,1.4263010621165084,0.14444444444444443,0.039012345679012336
306,1,0.0,10.0,10.0,200.0,1.4702535277519115,0.13571428571428573,0.030816326530612236
307,1,0.0,0.0,0.0,0.0,1.487798380001651,0.19166666666666665,0.03861111111111111
308,1,0.0,0.0,0.0,0.0,1.5444795210968603,0.14666666666666667,0.032711111111111114
309,1,0.0,0.0,0.0,0.0,1.5047882836811908,0.2,0.06000000000000001
310,1,0.0,0.0,0.0,0.0,1.5217781873607303,0.3333333333333333,0.03333333333333334
